S.No.,Log File,spark_driver_start_time, state_accept_epoch (s), state_running_time, state_running_epoch (s),Waiting Time (in Seconds),Driver Memory,Executor Memory,Memory Store Capacity,Job Result
301,application_1513303661803_19614_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
302,application_1513303661803_23014_asrd.cp.big.data.services.team.log,1513781425, 17/12/20 14:52:37,1513781557,132, 17/12/20 14:50:18, 15G, 10G, 10.6GB, Job completed successfully
303,application_1513303661803_23141_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
304,application_1513303661803_18077_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 11.3GB, NA
305,application_1513303661803_21069_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
306,application_1513303661803_19305_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA
307,application_1513303661803_24195_asrd.cp.big.data.services.team.log,1513795942, 17/12/20 18:52:27,1513795947,5, 17/12/20 18:52:19, 12g, 6144M, 8.4GB, Job completed successfully
308,application_1513303661803_20053_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA
309,application_1513303661803_21885_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA
310,application_1513303661803_20479_asrd.cp.big.data.services.team.log,1513711731, 17/12/19 19:28:56,1513711736,5, 17/12/19 19:28:47, 10G, 10G, 7.0GB, Job completed successfully
311,application_1513303661803_20247_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
312,application_1513303661803_20178_asrd.cp.big.data.services.team.log,1513702876, 17/12/19 17:01:22,1513702882,6, 17/12/19 17:01:12, 512M, 512M, 143.6MB, Job completed successfully
313,application_1513303661803_22934_asrd.cp.big.data.services.team.log,1513778701, 17/12/20 14:05:06,1513778706,5, 17/12/20 14:04:57, 4G, 4G, 2.7GB, Job completed successfully
314,application_1513303661803_19077_asrd.cp.big.data.services.team.log,1513653305, 17/12/19 03:15:10,1513653310,5, 17/12/19 03:15:01, 20G, 10G, 14.2GB, Job completed successfully
315,application_1513303661803_21537_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
316,application_1513303661803_23138_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA
317,application_1513303661803_21923_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA
318,log_106179819.txt,1509928167, 17/11/06 00:29:33,1509928173,6, 17/11/06 00:29:25, 18G, 22G, withcapacity, Job failed
319,application_1513303661803_22703_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
320,application_1513303661803_20567_asrd.cp.big.data.services.team.log,1513715022, 17/12/19 20:23:47,1513715027,5, 17/12/19 20:23:36, 3G, 10G, 1983.0MB, Job completed successfully
321,application_1513303661803_20710_asrd.cp.big.data.services.team.log,1513724492, 17/12/19 23:01:51,1513724511,19, 17/12/19 23:01:22, 512M, 512M, 143.6MB, Job completed successfully
322,application_1513303661803_24030_asrd.cp.big.data.services.team.log,1513793435, 17/12/20 18:10:40,1513793440,5, 17/12/20 18:10:30, 12g, 6144M, 8.4GB, Job completed successfully
323,application_1513303661803_20908_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
324,application_1513303661803_24818_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA
325,application_1513303661803_19146_asrd.cp.big.data.services.team.log,1513653854, 17/12/19 03:24:19,1513653859,5, 17/12/19 03:24:08, 10G, 5G, 7.0GB, Job completed successfully
326,application_1513303661803_24047_asrd.cp.big.data.services.team.log,1513793648, 17/12/20 18:14:15,1513793655,7, 17/12/20 18:14:05, 12g, 6144M, 8.4GB, Job completed successfully
327,application_1513303661803_22785_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 511.5MB, NA
328,application_1513303661803_25369_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 3.4GB, NA
329,application_1513303661803_19006_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA
330,application_1513303661803_19524_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA
331,application_1513303661803_25198_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA
332,application_1513303661803_26165_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
333,application_1513303661803_20366_asrd.cp.big.data.services.team.log,1513709019, 17/12/19 18:43:44,1513709024,5, 17/12/19 18:43:34, 15G, 6144M, 10.6GB, Job completed successfully
334,application_1513303661803_23272_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
335,application_1513303661803_23882_asrd.cp.big.data.services.team.log,1513791603, 17/12/20 17:40:17,1513791617,14, 17/12/20 17:39:59, 12g, 6144M, 8.4GB, Job completed successfully
336,application_1513303661803_24126_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
337,application_1513303661803_20524_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 143.6MB, NA
338,application_1513303661803_19768_asrd.cp.big.data.services.team.log,1513692734, 17/12/19 14:12:19,1513692739,5, 17/12/19 14:12:00, 12G, 12G, 8.4GB, Job completed successfully
339,application_1513303661803_21544_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
340,application_1513303661803_20354_asrd.cp.big.data.services.team.log,1513707927, 17/12/19 18:25:32,1513707932,5, 17/12/19 18:25:24, 12g, 6144M, 8.4GB, Job completed successfully
341,application_1513303661803_21152_asrd.cp.big.data.services.team.log,1513731003, 17/12/20 00:50:08,1513731008,5, 17/12/20 00:49:58, 15G, 10G, 10.6GB, Job completed successfully
342,application_1513303661803_20743_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA
343,application_1513303661803_20803_asrd.cp.big.data.services.team.log,1513728607, 17/12/20 00:10:24,1513728624,17, 17/12/20 00:09:45, 12g, 6144M, 8.4GB, Job completed successfully
344,application_1513303661803_24167_asrd.cp.big.data.services.team.log,1513795491, 17/12/20 18:44:56,1513795496,5, 17/12/20 18:44:48, 12g, 6144M, 8.4GB, Job completed successfully
345,application_1513303661803_18922_asrd.cp.big.data.services.team.log,1513649965, 17/12/19 02:19:51,1513649991,26, 17/12/19 02:19:21, 12g, 10G, 8.4GB, Job failed
346,application_1513303661803_25425_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA
347,application_1513303661803_22004_asrd.cp.big.data.services.team.log,1513748656, 17/12/20 05:44:22,1513748662,6, 17/12/20 05:44:10, 15G, 10G, 10.6GB, Job completed successfully
348,application_1513303661803_18840_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
349,application_1513303661803_21850_asrd.cp.big.data.services.team.log,1513746028, 17/12/20 05:00:33,1513746033,5, 17/12/20 05:00:25, 12g, 6144M, 8.4GB, Job completed successfully
350,application_1513303661803_25424_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 3.4GB, NA
351,application_1513303661803_27991_asrd.cp.big.data.services.team.log,1513940452, 17/12/22 11:00:57,1513940457,5, 17/12/22 11:00:48, 12g, 3G, 8.4GB, Job completed successfully
352,application_1513303661803_21013_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
353,application_1513303661803_19852_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA
354,application_1513303661803_22614_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 143.6MB, NA
355,application_1513303661803_24146_asrd.cp.big.data.services.team.log,1513795080, 17/12/20 18:38:05,1513795085,5, 17/12/20 18:37:57, 12g, 6144M, 8.4GB, Job completed successfully
356,application_1513303661803_23311_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA
357,application_1513303661803_20080_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
358,application_1513303661803_22159_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
359,application_1513303661803_20954_asrd.cp.big.data.services.team.log,1513729889, 17/12/20 00:31:34,1513729894,5, 17/12/20 00:31:25, 12g, 5G, 8.4GB, Job completed successfully
360,application_1513303661803_25179_asrd.cp.big.data.services.team.log,1513822276, 17/12/21 02:11:24,1513822284,8, 17/12/21 02:11:08, 12g, 6144M, 8.4GB, Job completed successfully
361,application_1513303661803_24450_asrd.cp.big.data.services.team.log,1513803680, 17/12/20 21:01:25,1513803685,5, 17/12/20 21:01:16, 6G, 3G, 4.1GB, Job completed successfully
362,application_1513303661803_22808_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 143.6MB, NA
363,application_1513303661803_24597_asrd.cp.big.data.services.team.log,1513814837, 17/12/21 00:08:43,1513814923,86, 17/12/21 00:07:12, 12g, 6144M, 8.4GB, Job completed successfully
364,application_1513303661803_22651_asrd.cp.big.data.services.team.log,1513764918, 17/12/20 10:15:23,1513764923,5, 17/12/20 10:15:11, 4G, 12G, 2.7GB, Job completed successfully
365,application_1513303661803_20267_asrd.cp.big.data.services.team.log,1513705041, 17/12/19 17:37:42,1513705062,21, 17/12/19 17:37:10, 15G, 10G, 10.6GB, Job completed successfully
366,application_1513303661803_25285_asrd.cp.big.data.services.team.log,1513825247, 17/12/21 03:00:52,1513825252,5, 17/12/21 03:00:43, 12g, 3G, 8.4GB, Job completed successfully
367,application_1513303661803_23833_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
368,application_1513303661803_18784_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA
369,application_1513303661803_20175_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
370,application_1513303661803_22786_asrd.cp.big.data.services.team.log,1513773104, 17/12/20 12:31:49,1513773109,5, 17/12/20 12:31:40, 15G, 10G, 10.6GB, Job completed successfully
371,application_1513303661803_21425_asrd.cp.big.data.services.team.log,1513736007, 17/12/20 02:13:32,1513736012,5, 17/12/20 02:13:21, 12g, 6144M, 8.4GB, Job completed successfully
372,application_1513303661803_22015_asrd.cp.big.data.services.team.log,1513748830, 17/12/20 05:47:15,1513748835,5, 17/12/20 05:47:07, 12g, 6144M, 8.4GB, Job completed successfully
373,application_1513303661803_19974_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA
374,application_1513303661803_24583_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 8.4GB, NA
375,application_1513303661803_24522_asrd.cp.big.data.services.team.log,1513811349, 17/12/20 23:09:14,1513811354,5, 17/12/20 23:09:04, 15G, 10G, 10.6GB, Job completed successfully
376,application_1513303661803_17799_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA
377,application_1513303661803_19823_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA
378,application_1513303661803_22446_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
379,application_1513303661803_25845_asrd.cp.big.data.services.team.log,1513854065, 17/12/21 11:01:11,1513854071,6, 17/12/21 11:01:01, 12g, 1G, 8.4GB, Job completed successfully
380,application_1513303661803_22328_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
381,application_1513303661803_24365_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
382,application_1513303661803_22652_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 5.5GB, NA
383,application_1513303661803_24461_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
384,application_1513303661803_19783_asrd.cp.big.data.services.team.log,1513692969, 17/12/19 14:17:14,1513693034,65, 17/12/19 14:15:56, 20G, 10G, 14.2GB, Job completed successfully
385,application_1513303661803_21181_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 143.6MB, NA
386,application_1513303661803_23570_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
387,application_1513303661803_21247_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
388,application_1513303661803_20126_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
389,application_1513303661803_19680_asrd.cp.big.data.services.team.log,1513688783, 17/12/19 13:06:30,1513688790,7, 17/12/19 13:06:12, 12g, 6144M, 8.4GB, Job completed successfully
390,application_1513303661803_23017_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
391,log_105911929.txt,1509810122, 17/11/04 15:42:07,1509810127,5, 17/11/04 15:41:49, 18G\r, 22G\r, withcapacity, Job failed
392,application_1513303661803_22438_asrd.cp.big.data.services.team.log,1513754234, 17/12/20 07:17:18,1513754238,4, 17/12/20 07:17:11, 12g, 6144M, 8.4GB, Job completed successfully
393,application_1513303661803_23376_asrd.cp.big.data.services.team.log,1513786252, 17/12/20 16:10:59,1513786259,7, 17/12/20 16:10:49, 12g, 10G, 8.4GB, Job completed successfully
394,application_1513303661803_21163_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA
395,application_1513303661803_17980_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA
396,application_1513303661803_20868_asrd.cp.big.data.services.team.log,1513728956, 17/12/20 00:16:02,1513728962,6, 17/12/20 00:15:53, 12g, 1G, 8.4GB, Job completed successfully
397,application_1513303661803_24238_asrd.cp.big.data.services.team.log,1513796451, 17/12/20 19:00:56,1513796456,5, 17/12/20 19:00:47, 12g, 6144M, 8.4GB, Job completed successfully
398,application_1513303661803_22165_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
399,application_1513303661803_17935_asrd.cp.big.data.services.team.log,1513637069, 17/12/18 22:44:34,1513637074,5, 17/12/18 22:44:26, 15G, 12G, 10.6GB, Job completed successfully
400,application_1513303661803_25471_asrd.cp.big.data.services.team.log,1513827883, 17/12/21 03:44:48,1513827888,5, 17/12/21 03:44:39, 10G, 13G, 7.0GB, Job completed successfully
401,application_1513303661803_20653_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA
402,application_1513303661803_23156_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 2.7GB, NA
403,application_1513303661803_23010_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA
404,application_1513303661803_25321_asrd.cp.big.data.services.team.log,1513825556, 17/12/21 03:06:03,1513825563,7, 17/12/21 03:05:52, 12g, 10G, 8.4GB, Job completed successfully
405,application_1513303661803_23023_asrd.cp.big.data.services.team.log,1513782191, 17/12/20 15:08:23,1513782503,312, 17/12/20 15:03:07, 12g, 6144M, 8.4GB, Job completed successfully
406,application_1513303661803_22224_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
407,application_1513303661803_25769_asrd.cp.big.data.services.team.log,1513846804, 17/12/21 09:00:09,1513846809,5, 17/12/21 08:59:59, 8G, 8G, 5.5GB, Job completed successfully
408,application_1513303661803_21187_asrd.cp.big.data.services.team.log,1513731694, 17/12/20 01:01:39,1513731699,5, 17/12/20 01:01:28, 12g, 3G, 8.4GB, Job completed successfully
409,application_1513303661803_20641_asrd.cp.big.data.services.team.log,1513717731, 17/12/19 21:08:56,1513717736,5, 17/12/19 21:08:46, 6G, 4G, 4.1GB, Job completed successfully
410,application_1513303661803_22629_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA
411,application_1513303661803_21216_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 143.6MB, NA
412,application_1513303661803_20213_asrd.cp.big.data.services.team.log,1513703585, 17/12/19 17:13:10,1513703590,5, 17/12/19 17:13:00, 12g, 6144M, 8.4GB, Job completed successfully
413,application_1513303661803_20404_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, NA
414,application_1513303661803_25208_asrd.cp.big.data.services.team.log,1513822662, 17/12/21 02:18:46,1513822726,64, 17/12/21 02:17:38, 12g, 6144M, 8.4GB, Job completed successfully
415,application_1513303661803_22152_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
416,application_1513303661803_18659_asrd.cp.big.data.services.team.log,1513645569, 17/12/19 01:06:22,1513645582,13, 17/12/19 01:06:05, 12g, 10G, 8.4GB, Job completed successfully
417,application_1513303661803_24471_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 1983.0MB, NA
418,application_1513303661803_20445_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, NA
419,application_1513303661803_25229_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
420,application_1513303661803_23674_asrd.cp.big.data.services.team.log,1513789255, 17/12/20 17:01:00,1513789260,5, 17/12/20 17:00:50, 12g, 6144M, 8.4GB, Job completed successfully
421,application_1513303661803_18193_asrd.cp.big.data.services.team.log,1513641999, 17/12/19 00:06:44,1513642004,5, 17/12/19 00:06:31, 12g, 6144M, 8.4GB, Job completed successfully
422,application_1513303661803_24209_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
423,application_1513303661803_21842_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA
424,application_1513303661803_22925_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 3.4GB, NA
425,application_1513303661803_20598_asrd.cp.big.data.services.team.log,1513716508, 17/12/19 20:48:35,1513716515,7, 17/12/19 20:48:26, 12G, 12G, 8.4GB, Job completed successfully
426,application_1513303661803_25259_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA
427,application_1513303661803_23759_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
428,application_1513303661803_24508_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
429,application_1513303661803_19644_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
430,application_1513303661803_19342_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
431,application_1513303661803_19416_asrd.cp.big.data.services.team.log,1513667071, 17/12/19 07:04:35,1513667075,4, 17/12/19 07:04:24, 12g, 6144M, 8.4GB, Job completed successfully
432,application_1513303661803_22709_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 1983.0MB, NA
433,application_1513303661803_19063_asrd.cp.big.data.services.team.log,1513652997, 17/12/19 03:10:02,1513653002,5, 17/12/19 03:09:53, 12g, 6144M, 8.4GB, Job completed successfully
434,application_1513303661803_22097_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
435,application_1513303661803_24123_asrd.cp.big.data.services.team.log,1513794627, 17/12/20 18:30:34,1513794634,7, 17/12/20 18:30:22, 12g, 6144M, 8.4GB, Job completed successfully
436,application_1513303661803_23102_asrd.cp.big.data.services.team.log,1513783521, 17/12/20 15:25:27,1513783527,6, 17/12/20 15:25:16, 12g, 6144M, 8.4GB, Job completed successfully
437,application_1513303661803_25145_asrd.cp.big.data.services.team.log,1513822042, 17/12/21 02:07:27,1513822047,5, 17/12/21 02:07:18, 12g, 12480M, 8.4GB, Job completed successfully
438,application_1513303661803_17842_asrd.cp.big.data.services.team.log,1513634744, 17/12/18 22:05:49,1513634749,5, 17/12/18 22:05:38, 12g, 6144M, 8.4GB, Job completed successfully
439,application_1513303661803_24680_asrd.cp.big.data.services.team.log,1513815389, 17/12/21 00:16:36,1513815396,7, 17/12/21 00:16:25, 12g, 6144M, 8.4GB, Job completed successfully
440,application_1513303661803_18285_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 511.5MB, NA
441,application_1513303661803_22843_asrd.cp.big.data.services.team.log,1513777630, 17/12/20 13:47:15,1513777635,5, 17/12/20 13:47:06, 15G, 10G, 10.6GB, Job completed successfully
442,application_1513303661803_19957_asrd.cp.big.data.services.team.log,1513697572, 17/12/19 15:32:57,1513697577,5, 17/12/19 15:32:34, 15G, 6144M, 10.6GB, Job completed successfully
443,application_1513303661803_18468_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 511.5MB, NA
444,application_1513303661803_19261_asrd.cp.big.data.services.team.log,1513657390, 17/12/19 04:23:17,1513657397,7, 17/12/19 04:23:04, 20G, 10G, 14.2GB, Job completed successfully
445,application_1513303661803_21941_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
446,application_1513303661803_20428_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA
447,application_1513303661803_23005_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
448,application_1513303661803_21233_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
449,application_1513303661803_22695_asrd.cp.big.data.services.team.log,1513767672, 17/12/20 11:01:17,1513767677,5, 17/12/20 11:01:07, 512M, 512M, 143.6MB, Job completed successfully
450,application_1513303661803_23081_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
451,application_1513303661803_20597_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA
452,application_1513303661803_22370_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 1983.0MB, NA
453,application_1513303661803_21996_asrd.cp.big.data.services.team.log,1513748527, 17/12/20 05:42:13,1513748533,6, 17/12/20 05:42:03, 12g, 6144M, 8.4GB, Job completed successfully
454,application_1513303661803_19185_asrd.cp.big.data.services.team.log,1513654499, 17/12/19 03:35:22,1513654522,23, 17/12/19 03:34:55, 20G, 12G, 14.2GB, Job completed successfully
455,application_1513303661803_19019_asrd.cp.big.data.services.team.log,1513652291, 17/12/19 02:58:16,1513652296,5, 17/12/19 02:58:06, 12g, 6144M, 8.4GB, Job completed successfully
456,application_1513303661803_27976_asrd.cp.big.data.services.team.log,1513936973, 17/12/22 10:03:03,1513936983,10, 17/12/22 10:02:49, 12g, 6144M, 8.4GB, Job completed successfully
457,application_1513303661803_26136_asrd.cp.big.data.services.team.log,1513869514, 17/12/21 15:18:39,1513869519,5, 17/12/21 15:18:30, 12g, 10G, 8.4GB, Job completed successfully
458,application_1513303661803_21958_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
459,application_1513303661803_20723_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
460,application_1513303661803_20149_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA
461,application_1513303661803_18877_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 8.5GB, NA
462,application_1513303661803_24082_asrd.cp.big.data.services.team.log,1513794102, 17/12/20 18:21:49,1513794109,7, 17/12/20 18:21:38, 12g, 6144M, 8.4GB, Job completed successfully
463,application_1513303661803_23709_asrd.cp.big.data.services.team.log,1513789554, 17/12/20 17:05:59,1513789559,5, 17/12/20 17:05:50, 12g, 6144M, 8.4GB, Job completed successfully
464,application_1513303661803_22365_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, NA
465,application_1513303661803_22962_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA
466,application_1513303661803_22901_asrd.cp.big.data.services.team.log,1513778600, 17/12/20 14:03:31,1513778611,11, 17/12/20 14:03:17, 18G, 22G, 12.7GB, Job completed successfully
467,application_1513303661803_22158_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
468,application_1513303661803_25361_asrd.cp.big.data.services.team.log,1513825888, 17/12/21 03:11:33,1513825893,5, 17/12/21 03:11:24, 12g, 5G, 8.4GB, Job completed successfully
469,application_1513303661803_24416_asrd.cp.big.data.services.team.log,1513800359, 17/12/20 20:06:04,1513800364,5, 17/12/20 20:05:55, 12g, 6144M, 8.4GB, Job completed successfully
470,application_1513303661803_23937_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
471,application_1513303661803_23729_asrd.cp.big.data.services.team.log,1513789725, 17/12/20 17:08:49,1513789729,4, 17/12/20 17:08:42, 12g, 6144M, 8.4GB, Job completed successfully
472,application_1513303661803_21416_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 8.5GB, NA
473,application_1513303661803_24358_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
474,application_1513303661803_24393_asrd.cp.big.data.services.team.log,1513800069, 17/12/20 20:01:14,1513800074,5, 17/12/20 20:01:05, 512M, 512M, 143.6MB, Job completed successfully
475,application_1513303661803_19078_asrd.cp.big.data.services.team.log,1513653310, 17/12/19 03:15:15,1513653315,5, 17/12/19 03:15:06, 12g, 12480M, 8.4GB, Job completed successfully
476,application_1513303661803_23869_asrd.cp.big.data.services.team.log,1513791474, 17/12/20 17:37:59,1513791479,5, 17/12/20 17:37:51, 12g, 6144M, 8.4GB, Job completed successfully
477,application_1513303661803_17856_asrd.cp.big.data.services.team.log,1513635107, 17/12/18 22:11:51,1513635111,4, 17/12/18 22:11:42, 12G, 10G, 8.4GB, Job completed successfully
478,application_1513303661803_22437_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
479,application_1513303661803_20562_asrd.cp.big.data.services.team.log,1513714867, 17/12/19 20:21:12,1513714872,5, 17/12/19 20:21:00, 15G, 6144M, 10.6GB, Job completed successfully
480,application_1513303661803_24499_asrd.cp.big.data.services.team.log,1513810856, 17/12/20 23:01:01,1513810861,5, 17/12/20 23:00:52, 512M, 512M, 143.6MB, Job completed successfully
481,application_1513303661803_21588_asrd.cp.big.data.services.team.log,1513739140, 17/12/20 03:05:44,1513739144,4, 17/12/20 03:05:36, 12g, 6144M, 8.4GB, Job completed successfully
482,application_1513303661803_17914_asrd.cp.big.data.services.team.log,1513636737, 17/12/18 22:39:01,1513636741,4, 17/12/18 22:38:52, 12G, 10G, 8.4GB, Job completed successfully
483,application_1513303661803_18626_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, 17/12/19 01:01:58, 12g, 10G, 8.4GB, Job failed
484,application_1513303661803_18856_asrd.cp.big.data.services.team.log,1513649993, NA, NA, NA, 17/12/19 02:19:46, 12g, 12480M, 8.4GB, Job failed
