,Log File,state_accept_epoch,state_running_time,state_running_epoch,waiting_time_to_run,spark_driver_start_time,spark_driver_start_time_epoch,spark_driver_memory_MB,spark_executor_memory_MB,memoryStore_capacity_MB,job_result,job_successfully_completed_at_time,job_successfully_completed_at_time_epoch,job_failed_at_time,job_failed_at_time_epoch,waiting_time_to_accept,successful_job_completion_time,failed_job_completion_time
295,application_1513303661803_19055_asrd.cp.big.data.services.team.log,1513652752.0, 17/12/19 03:05:57,1513652757,5, 17/12/19 03:05:48,1513652748,12288.0,6144.0,8601.6, Job completed successfully, 17/12/19 03:06:16,1513652776,,,4,19,
296,application_1513303661803_24661_asrd.cp.big.data.services.team.log,1513815361.0, 17/12/21 00:16:06,1513815366,5, 17/12/21 00:15:57,1513815357,12288.0,2048.0,8601.6, Job completed successfully, 17/12/21 00:23:59,1513815839,,,4,473,
297,application_1513303661803_20822_asrd.cp.big.data.services.team.log,,,,,,,,,,,,,,,,,
298,application_1513303661803_21277_asrd.cp.big.data.services.team.log,1513732851.0, 17/12/20 01:20:56,1513732856,5, 17/12/20 01:20:47,1513732847,12288.0,10240.0,8601.6, Job completed successfully, 17/12/20 01:37:15,1513733835,,,4,979,
299,application_1513303661803_19141_asrd.cp.big.data.services.team.log,1513653849.0, 17/12/19 03:24:14,1513653854,5, 17/12/19 03:24:05,1513653845,10240.0,10240.0,7168.0, Job completed successfully, 17/12/19 04:00:59,1513656059,,,4,2205,
300,application_1513303661803_19614_asrd.cp.big.data.services.team.log,,,,,,,,,4198.4,,,,,,,,
301,application_1513303661803_23014_asrd.cp.big.data.services.team.log,1513781425.0, 17/12/20 14:52:37,1513781557,132, 17/12/20 14:50:18,1513781418,15360.0,10240.0,10854.4, Job completed successfully, 17/12/20 15:05:10,1513782310,,,7,753,
302,application_1513303661803_23141_asrd.cp.big.data.services.team.log,,,,,,,,,4198.4,,,,,,,,
303,application_1513303661803_18077_asrd.cp.big.data.services.team.log,,,,,,,,,11571.2,,,,,,,,
304,application_1513303661803_21069_asrd.cp.big.data.services.team.log,,,,,,,,,4198.4,,,,,,,,
305,application_1513303661803_19305_asrd.cp.big.data.services.team.log,,,,,,,,,7168.0,,,,,,,,
306,application_1513303661803_24195_asrd.cp.big.data.services.team.log,1513795942.0, 17/12/20 18:52:27,1513795947,5, 17/12/20 18:52:19,1513795939,12288.0,6144.0,8601.6, Job completed successfully, 17/12/20 18:58:10,1513796290,,,3,343,
307,application_1513303661803_20053_asrd.cp.big.data.services.team.log,,,,,,,,,7168.0,,,,,,,,
308,application_1513303661803_21885_asrd.cp.big.data.services.team.log,,,,,,,,,7168.0,,,,,,,,
309,application_1513303661803_20479_asrd.cp.big.data.services.team.log,1513711731.0, 17/12/19 19:28:56,1513711736,5, 17/12/19 19:28:47,1513711727,10240.0,10240.0,7168.0, Job completed successfully, 17/12/19 19:33:40,1513712020,,,4,284,
310,application_1513303661803_20247_asrd.cp.big.data.services.team.log,,,,,,,,,4198.4,,,,,,,,
311,application_1513303661803_20178_asrd.cp.big.data.services.team.log,1513702876.0, 17/12/19 17:01:22,1513702882,6, 17/12/19 17:01:12,1513702872,512.0,512.0,143.6, Job completed successfully, 17/12/19 17:01:42,1513702902,,,4,20,
312,application_1513303661803_22934_asrd.cp.big.data.services.team.log,1513778701.0, 17/12/20 14:05:06,1513778706,5, 17/12/20 14:04:57,1513778697,4096.0,4096.0,2764.8, Job completed successfully, 17/12/20 14:07:06,1513778826,,,4,120,
313,application_1513303661803_19077_asrd.cp.big.data.services.team.log,1513653305.0, 17/12/19 03:15:10,1513653310,5, 17/12/19 03:15:01,1513653301,20480.0,10240.0,14540.8, Job completed successfully, 17/12/19 03:22:31,1513653751,,,4,441,
314,application_1513303661803_21537_asrd.cp.big.data.services.team.log,,,,,,,,,4198.4,,,,,,,,
315,application_1513303661803_23138_asrd.cp.big.data.services.team.log,,,,,,,,,7168.0,,,,,,,,
316,application_1513303661803_21923_asrd.cp.big.data.services.team.log,,,,,,,,,7168.0,,,,,,,,
317,log_106179819.txt,1509928167.0, 17/11/06 00:29:33,1509928173,6, 17/11/06 00:29:25,1509928165,18432.0,22528.0,9523.2, Job failed,,, 17/11/06 00:29:47,1509928187,2,,14
318,application_1513303661803_22703_asrd.cp.big.data.services.team.log,,,,,,,,,4198.4,,,,,,,,
319,application_1513303661803_20567_asrd.cp.big.data.services.team.log,1513715022.0, 17/12/19 20:23:47,1513715027,5, 17/12/19 20:23:36,1513715016,3072.0,10240.0,1983.0, Job completed successfully, 17/12/19 20:27:39,1513715259,,,6,232,
320,application_1513303661803_20710_asrd.cp.big.data.services.team.log,1513724492.0, 17/12/19 23:01:51,1513724511,19, 17/12/19 23:01:22,1513724482,512.0,512.0,143.6, Job completed successfully, 17/12/19 23:02:22,1513724542,,,10,31,
321,application_1513303661803_24030_asrd.cp.big.data.services.team.log,1513793435.0, 17/12/20 18:10:40,1513793440,5, 17/12/20 18:10:30,1513793430,12288.0,6144.0,8601.6, Job completed successfully, 17/12/20 18:12:43,1513793563,,,5,123,
322,application_1513303661803_20908_asrd.cp.big.data.services.team.log,,,,,,,,,4198.4,,,,,,,,
323,application_1513303661803_24818_asrd.cp.big.data.services.team.log,,,,,,,,,7168.0,,,,,,,,
324,application_1513303661803_19146_asrd.cp.big.data.services.team.log,1513653854.0, 17/12/19 03:24:19,1513653859,5, 17/12/19 03:24:08,1513653848,10240.0,5120.0,7168.0, Job completed successfully, 17/12/19 03:43:28,1513655008,,,6,1149,
325,application_1513303661803_24047_asrd.cp.big.data.services.team.log,1513793648.0, 17/12/20 18:14:15,1513793655,7, 17/12/20 18:14:05,1513793645,12288.0,6144.0,8601.6, Job completed successfully, 17/12/20 18:20:47,1513794047,,,3,392,
326,application_1513303661803_22785_asrd.cp.big.data.services.team.log,,,,,,,,,511.5,,,,,,,,
327,application_1513303661803_25369_asrd.cp.big.data.services.team.log,,,,,,,,,3481.6,,,,,,,,
328,application_1513303661803_19006_asrd.cp.big.data.services.team.log,,,,,,,,,7168.0,,,,,,,,
329,application_1513303661803_19524_asrd.cp.big.data.services.team.log,,,,,,,,,7168.0,,,,,,,,
330,application_1513303661803_25198_asrd.cp.big.data.services.team.log,,,,,,,,,7168.0,,,,,,,,
331,application_1513303661803_26165_asrd.cp.big.data.services.team.log,,,,,,,,,4198.4,,,,,,,,
332,application_1513303661803_20366_asrd.cp.big.data.services.team.log,1513709019.0, 17/12/19 18:43:44,1513709024,5, 17/12/19 18:43:34,1513709014,15360.0,6144.0,10854.4, Job completed successfully, 17/12/19 18:44:04,1513709044,,,5,20,
333,application_1513303661803_23272_asrd.cp.big.data.services.team.log,,,,,,,,,4198.4,,,,,,,,
334,application_1513303661803_23882_asrd.cp.big.data.services.team.log,1513791603.0, 17/12/20 17:40:17,1513791617,14, 17/12/20 17:39:59,1513791599,12288.0,6144.0,8601.6, Job completed successfully, 17/12/20 17:46:13,1513791973,,,4,356,
335,application_1513303661803_24126_asrd.cp.big.data.services.team.log,,,,,,,,,4198.4,,,,,,,,
336,application_1513303661803_20524_asrd.cp.big.data.services.team.log,,,,,,,,,143.6,,,,,,,,
337,application_1513303661803_19768_asrd.cp.big.data.services.team.log,1513692734.0, 17/12/19 14:12:19,1513692739,5, 17/12/19 14:12:00,1513692720,12288.0,12288.0,8601.6, Job completed successfully, 17/12/19 14:32:28,1513693948,,,14,1209,
338,application_1513303661803_21544_asrd.cp.big.data.services.team.log,,,,,,,,,4198.4,,,,,,,,
339,application_1513303661803_20354_asrd.cp.big.data.services.team.log,1513707927.0, 17/12/19 18:25:32,1513707932,5, 17/12/19 18:25:24,1513707924,12288.0,6144.0,8601.6, Job completed successfully, 17/12/19 18:30:34,1513708234,,,3,302,
340,application_1513303661803_21152_asrd.cp.big.data.services.team.log,1513731003.0, 17/12/20 00:50:08,1513731008,5, 17/12/20 00:49:58,1513730998,15360.0,10240.0,10854.4, Job completed successfully, 17/12/20 00:54:47,1513731287,,,5,279,
341,application_1513303661803_20743_asrd.cp.big.data.services.team.log,,,,,,,,,7168.0,,,,,,,,
342,application_1513303661803_20803_asrd.cp.big.data.services.team.log,1513728607.0, 17/12/20 00:10:24,1513728624,17, 17/12/20 00:09:45,1513728585,12288.0,6144.0,8601.6, Job completed successfully, 17/12/20 00:11:28,1513728688,,,22,64,
343,application_1513303661803_24167_asrd.cp.big.data.services.team.log,1513795491.0, 17/12/20 18:44:56,1513795496,5, 17/12/20 18:44:48,1513795488,12288.0,6144.0,8601.6, Job completed successfully, 17/12/20 18:50:48,1513795848,,,3,352,
344,application_1513303661803_18922_asrd.cp.big.data.services.team.log,1513649965.0, 17/12/19 02:19:51,1513649991,26, 17/12/19 02:19:21,1513649961,12288.0,10240.0,8601.6, Job failed,,, 17/12/19 02:22:30,1513650150,4,,159
345,application_1513303661803_25425_asrd.cp.big.data.services.team.log,,,,,,,,,7168.0,,,,,,,,
346,application_1513303661803_22004_asrd.cp.big.data.services.team.log,1513748656.0, 17/12/20 05:44:22,1513748662,6, 17/12/20 05:44:10,1513748650,15360.0,10240.0,10854.4, Job completed successfully, 17/12/20 05:50:21,1513749021,,,6,359,
347,application_1513303661803_18840_asrd.cp.big.data.services.team.log,,,,,,,,,4198.4,,,,,,,,
348,application_1513303661803_21850_asrd.cp.big.data.services.team.log,1513746028.0, 17/12/20 05:00:33,1513746033,5, 17/12/20 05:00:25,1513746025,12288.0,6144.0,8601.6, Job completed successfully, 17/12/20 05:07:47,1513746467,,,3,434,
349,application_1513303661803_25424_asrd.cp.big.data.services.team.log,,,,,,,,,3481.6,,,,,,,,
350,application_1513303661803_27991_asrd.cp.big.data.services.team.log,1513940452.0, 17/12/22 11:00:57,1513940457,5, 17/12/22 11:00:48,1513940448,12288.0,3072.0,8601.6, Job completed successfully, 17/12/22 11:01:18,1513940478,,,4,21,
351,application_1513303661803_21013_asrd.cp.big.data.services.team.log,,,,,,,,,4198.4,,,,,,,,
352,application_1513303661803_19852_asrd.cp.big.data.services.team.log,,,,,,,,,7168.0,,,,,,,,
353,application_1513303661803_22614_asrd.cp.big.data.services.team.log,,,,,,,,,143.6,,,,,,,,
354,application_1513303661803_24146_asrd.cp.big.data.services.team.log,1513795080.0, 17/12/20 18:38:05,1513795085,5, 17/12/20 18:37:57,1513795077,12288.0,6144.0,8601.6, Job completed successfully, 17/12/20 18:44:16,1513795456,,,3,371,
355,application_1513303661803_23311_asrd.cp.big.data.services.team.log,,,,,,,,,7168.0,,,,,,,,
356,application_1513303661803_20080_asrd.cp.big.data.services.team.log,,,,,,,,,4198.4,,,,,,,,
357,application_1513303661803_22159_asrd.cp.big.data.services.team.log,,,,,,,,,4198.4,,,,,,,,
358,application_1513303661803_20954_asrd.cp.big.data.services.team.log,1513729889.0, 17/12/20 00:31:34,1513729894,5, 17/12/20 00:31:25,1513729885,12288.0,5120.0,8601.6, Job completed successfully, 17/12/20 00:32:10,1513729930,,,4,36,
359,application_1513303661803_25179_asrd.cp.big.data.services.team.log,1513822276.0, 17/12/21 02:11:24,1513822284,8, 17/12/21 02:11:08,1513822268,12288.0,6144.0,8601.6, Job completed successfully, 17/12/21 02:13:13,1513822393,,,8,109,
360,application_1513303661803_24450_asrd.cp.big.data.services.team.log,1513803680.0, 17/12/20 21:01:25,1513803685,5, 17/12/20 21:01:16,1513803676,6144.0,3072.0,4198.4, Job completed successfully, 17/12/20 21:06:49,1513804009,,,4,324,
361,application_1513303661803_22808_asrd.cp.big.data.services.team.log,,,,,,,,,143.6,,,,,,,,
362,application_1513303661803_24597_asrd.cp.big.data.services.team.log,1513814837.0, 17/12/21 00:08:43,1513814923,86, 17/12/21 00:07:12,1513814832,12288.0,6144.0,8601.6, Job completed successfully, 17/12/21 00:09:35,1513814975,,,5,52,
363,application_1513303661803_22651_asrd.cp.big.data.services.team.log,1513764918.0, 17/12/20 10:15:23,1513764923,5, 17/12/20 10:15:11,1513764911,4096.0,12288.0,2764.8, Job completed successfully, 17/12/20 10:22:21,1513765341,,,7,418,
364,application_1513303661803_20267_asrd.cp.big.data.services.team.log,1513705041.0, 17/12/19 17:37:42,1513705062,21, 17/12/19 17:37:10,1513705030,15360.0,10240.0,10854.4, Job completed successfully, 17/12/19 17:49:09,1513705749,,,11,687,
365,application_1513303661803_25285_asrd.cp.big.data.services.team.log,1513825247.0, 17/12/21 03:00:52,1513825252,5, 17/12/21 03:00:43,1513825243,12288.0,3072.0,8601.6, Job completed successfully, 17/12/21 03:01:11,1513825271,,,4,19,
366,application_1513303661803_23833_asrd.cp.big.data.services.team.log,,,,,,,,,4198.4,,,,,,,,
367,application_1513303661803_18784_asrd.cp.big.data.services.team.log,,,,,,,,,7168.0,,,,,,,,
368,application_1513303661803_20175_asrd.cp.big.data.services.team.log,,,,,,,,,4198.4,,,,,,,,
369,application_1513303661803_22786_asrd.cp.big.data.services.team.log,1513773104.0, 17/12/20 12:31:49,1513773109,5, 17/12/20 12:31:40,1513773100,15360.0,10240.0,10854.4, Job completed successfully, 17/12/20 12:36:53,1513773413,,,4,304,
370,application_1513303661803_21425_asrd.cp.big.data.services.team.log,1513736007.0, 17/12/20 02:13:32,1513736012,5, 17/12/20 02:13:21,1513736001,12288.0,6144.0,8601.6, Job completed successfully, 17/12/20 02:15:28,1513736128,,,6,116,
371,application_1513303661803_22015_asrd.cp.big.data.services.team.log,1513748830.0, 17/12/20 05:47:15,1513748835,5, 17/12/20 05:47:07,1513748827,12288.0,6144.0,8601.6, Job completed successfully, 17/12/20 05:53:09,1513749189,,,3,354,
372,application_1513303661803_19974_asrd.cp.big.data.services.team.log,,,,,,,,,7168.0,,,,,,,,
373,application_1513303661803_24583_asrd.cp.big.data.services.team.log,,,,,,,,,8601.6,,,,,,,,
374,application_1513303661803_24522_asrd.cp.big.data.services.team.log,1513811349.0, 17/12/20 23:09:14,1513811354,5, 17/12/20 23:09:04,1513811344,15360.0,10240.0,10854.4, Job completed successfully, 17/12/20 23:14:00,1513811640,,,5,286,
375,application_1513303661803_17799_asrd.cp.big.data.services.team.log,,,,,,,,,7168.0,,,,,,,,
376,application_1513303661803_19823_asrd.cp.big.data.services.team.log,,,,,,,,,7168.0,,,,,,,,
377,application_1513303661803_22446_asrd.cp.big.data.services.team.log,,,,,,,,,4198.4,,,,,,,,
378,application_1513303661803_25845_asrd.cp.big.data.services.team.log,1513854065.0, 17/12/21 11:01:11,1513854071,6, 17/12/21 11:01:01,1513854061,12288.0,1024.0,8601.6, Job completed successfully, 17/12/21 11:03:00,1513854180,,,4,109,
379,application_1513303661803_22328_asrd.cp.big.data.services.team.log,,,,,,,,,4198.4,,,,,,,,
380,application_1513303661803_24365_asrd.cp.big.data.services.team.log,,,,,,,,,4198.4,,,,,,,,
381,application_1513303661803_22652_asrd.cp.big.data.services.team.log,,,,,,,,,5632.0,,,,,,,,
382,application_1513303661803_24461_asrd.cp.big.data.services.team.log,,,,,,,,,4198.4,,,,,,,,
383,application_1513303661803_19783_asrd.cp.big.data.services.team.log,1513692969.0, 17/12/19 14:17:14,1513693034,65, 17/12/19 14:15:56,1513692956,20480.0,10240.0,14540.8, Job completed successfully, 17/12/19 14:55:38,1513695338,,,13,2304,
384,application_1513303661803_21181_asrd.cp.big.data.services.team.log,,,,,,,,,143.6,,,,,,,,
385,application_1513303661803_23570_asrd.cp.big.data.services.team.log,,,,,,,,,4198.4,,,,,,,,
386,application_1513303661803_21247_asrd.cp.big.data.services.team.log,,,,,,,,,4198.4,,,,,,,,
387,application_1513303661803_20126_asrd.cp.big.data.services.team.log,,,,,,,,,4198.4,,,,,,,,
388,application_1513303661803_19680_asrd.cp.big.data.services.team.log,1513688783.0, 17/12/19 13:06:30,1513688790,7, 17/12/19 13:06:12,1513688772,12288.0,6144.0,8601.6, Job completed successfully, 17/12/19 13:07:12,1513688832,,,11,42,
389,application_1513303661803_23017_asrd.cp.big.data.services.team.log,,,,,,,,,4198.4,,,,,,,,
390,log_105911929.txt,1509810122.0, 17/11/04 15:42:07,1509810127,5, 17/11/04 15:41:49,1509810109,18432.0,22528.0,9523.2, Job failed,,, 17/11/04 16:06:25,1509811585,13,,1458
391,application_1513303661803_22438_asrd.cp.big.data.services.team.log,1513754234.0, 17/12/20 07:17:18,1513754238,4, 17/12/20 07:17:11,1513754231,12288.0,6144.0,8601.6, Job completed successfully, 17/12/20 07:23:06,1513754586,,,3,348,
392,application_1513303661803_23376_asrd.cp.big.data.services.team.log,1513786252.0, 17/12/20 16:10:59,1513786259,7, 17/12/20 16:10:49,1513786249,12288.0,10240.0,8601.6, Job completed successfully, 17/12/20 16:12:03,1513786323,,,3,64,
393,application_1513303661803_21163_asrd.cp.big.data.services.team.log,,,,,,,,,7168.0,,,,,,,,
394,application_1513303661803_17980_asrd.cp.big.data.services.team.log,,,,,,,,,7168.0,,,,,,,,
395,application_1513303661803_20868_asrd.cp.big.data.services.team.log,1513728956.0, 17/12/20 00:16:02,1513728962,6, 17/12/20 00:15:53,1513728953,12288.0,1024.0,8601.6, Job completed successfully, 17/12/20 00:16:27,1513728987,,,3,25,
396,application_1513303661803_24238_asrd.cp.big.data.services.team.log,1513796451.0, 17/12/20 19:00:56,1513796456,5, 17/12/20 19:00:47,1513796447,12288.0,6144.0,8601.6, Job completed successfully, 17/12/20 19:07:07,1513796827,,,4,371,
397,application_1513303661803_22165_asrd.cp.big.data.services.team.log,,,,,,,,,4198.4,,,,,,,,
398,application_1513303661803_17935_asrd.cp.big.data.services.team.log,1513637069.0, 17/12/18 22:44:34,1513637074,5, 17/12/18 22:44:26,1513637066,15360.0,12288.0,10854.4, Job completed successfully, 17/12/18 22:52:00,1513637520,,,3,446,
399,application_1513303661803_25471_asrd.cp.big.data.services.team.log,1513827883.0, 17/12/21 03:44:48,1513827888,5, 17/12/21 03:44:39,1513827879,10240.0,13312.0,7168.0, Job completed successfully, 17/12/21 03:55:26,1513828526,,,4,638,
400,application_1513303661803_20653_asrd.cp.big.data.services.team.log,,,,,,,,,7168.0,,,,,,,,
401,application_1513303661803_23156_asrd.cp.big.data.services.team.log,,,,,,,,,2764.8,,,,,,,,
402,application_1513303661803_23010_asrd.cp.big.data.services.team.log,,,,,,,,,7168.0,,,,,,,,
403,application_1513303661803_25321_asrd.cp.big.data.services.team.log,1513825556.0, 17/12/21 03:06:03,1513825563,7, 17/12/21 03:05:52,1513825552,12288.0,10240.0,8601.6, Job completed successfully, 17/12/21 03:26:38,1513826798,,,4,1235,
404,application_1513303661803_23023_asrd.cp.big.data.services.team.log,1513782191.0, 17/12/20 15:08:23,1513782503,312, 17/12/20 15:03:07,1513782187,12288.0,6144.0,8601.6, Job completed successfully, 17/12/20 15:23:05,1513783385,,,4,882,
405,application_1513303661803_22224_asrd.cp.big.data.services.team.log,,,,,,,,,4198.4,,,,,,,,
406,application_1513303661803_25769_asrd.cp.big.data.services.team.log,1513846804.0, 17/12/21 09:00:09,1513846809,5, 17/12/21 08:59:59,1513846799,8192.0,8192.0,5632.0, Job completed successfully, 17/12/21 09:04:29,1513847069,,,5,260,
407,application_1513303661803_21187_asrd.cp.big.data.services.team.log,1513731694.0, 17/12/20 01:01:39,1513731699,5, 17/12/20 01:01:28,1513731688,12288.0,3072.0,8601.6, Job completed successfully, 17/12/20 01:02:00,1513731720,,,6,21,
408,application_1513303661803_20641_asrd.cp.big.data.services.team.log,1513717731.0, 17/12/19 21:08:56,1513717736,5, 17/12/19 21:08:46,1513717726,6144.0,4096.0,4198.4, Job completed successfully, 17/12/19 21:21:41,1513718501,,,5,765,
409,application_1513303661803_22629_asrd.cp.big.data.services.team.log,,,,,,,,,7168.0,,,,,,,,
410,application_1513303661803_21216_asrd.cp.big.data.services.team.log,,,,,,,,,143.6,,,,,,,,
411,application_1513303661803_20213_asrd.cp.big.data.services.team.log,1513703585.0, 17/12/19 17:13:10,1513703590,5, 17/12/19 17:13:00,1513703580,12288.0,6144.0,8601.6, Job completed successfully, 17/12/19 17:13:47,1513703627,,,5,37,
412,application_1513303661803_20404_asrd.cp.big.data.services.team.log,,,,,,,,,,,,,,,,,
413,application_1513303661803_25208_asrd.cp.big.data.services.team.log,1513822662.0, 17/12/21 02:18:46,1513822726,64, 17/12/21 02:17:38,1513822658,12288.0,6144.0,8601.6, Job completed successfully, 17/12/21 02:24:16,1513823056,,,4,330,
414,application_1513303661803_22152_asrd.cp.big.data.services.team.log,,,,,,,,,4198.4,,,,,,,,
415,application_1513303661803_18659_asrd.cp.big.data.services.team.log,1513645569.0, 17/12/19 01:06:22,1513645582,13, 17/12/19 01:06:05,1513645565,12288.0,10240.0,8601.6, Job completed successfully, 17/12/19 01:07:03,1513645623,,,4,41,
416,application_1513303661803_24471_asrd.cp.big.data.services.team.log,,,,,,,,,1983.0,,,,,,,,
417,application_1513303661803_20445_asrd.cp.big.data.services.team.log,,,,,,,,,,,,,,,,,
418,application_1513303661803_25229_asrd.cp.big.data.services.team.log,,,,,,,,,4198.4,,,,,,,,
419,application_1513303661803_23674_asrd.cp.big.data.services.team.log,1513789255.0, 17/12/20 17:01:00,1513789260,5, 17/12/20 17:00:50,1513789250,12288.0,6144.0,8601.6, Job completed successfully, 17/12/20 17:12:38,1513789958,,,5,698,
420,application_1513303661803_18193_asrd.cp.big.data.services.team.log,1513641999.0, 17/12/19 00:06:44,1513642004,5, 17/12/19 00:06:31,1513641991,12288.0,6144.0,8601.6, Job completed successfully, 17/12/19 00:07:30,1513642050,,,8,46,
421,application_1513303661803_24209_asrd.cp.big.data.services.team.log,,,,,,,,,4198.4,,,,,,,,
422,application_1513303661803_21842_asrd.cp.big.data.services.team.log,,,,,,,,,7168.0,,,,,,,,
423,application_1513303661803_22925_asrd.cp.big.data.services.team.log,,,,,,,,,3481.6,,,,,,,,
424,application_1513303661803_20598_asrd.cp.big.data.services.team.log,1513716508.0, 17/12/19 20:48:35,1513716515,7, 17/12/19 20:48:26,1513716506,12288.0,12288.0,8601.6, Job completed successfully, 17/12/19 20:49:48,1513716588,,,2,73,
425,application_1513303661803_25259_asrd.cp.big.data.services.team.log,,,,,,,,,7168.0,,,,,,,,
426,application_1513303661803_23759_asrd.cp.big.data.services.team.log,,,,,,,,,4198.4,,,,,,,,
427,application_1513303661803_24508_asrd.cp.big.data.services.team.log,,,,,,,,,4198.4,,,,,,,,
428,application_1513303661803_19644_asrd.cp.big.data.services.team.log,,,,,,,,,4198.4,,,,,,,,
429,application_1513303661803_19342_asrd.cp.big.data.services.team.log,,,,,,,,,4198.4,,,,,,,,
430,application_1513303661803_19416_asrd.cp.big.data.services.team.log,1513667071.0, 17/12/19 07:04:35,1513667075,4, 17/12/19 07:04:24,1513667064,12288.0,6144.0,8601.6, Job completed successfully, 17/12/19 07:04:59,1513667099,,,7,24,
431,application_1513303661803_22709_asrd.cp.big.data.services.team.log,,,,,,,,,1983.0,,,,,,,,
432,application_1513303661803_19063_asrd.cp.big.data.services.team.log,1513652997.0, 17/12/19 03:10:02,1513653002,5, 17/12/19 03:09:53,1513652993,12288.0,6144.0,8601.6, Job completed successfully, 17/12/19 03:13:05,1513653185,,,4,183,
433,application_1513303661803_22097_asrd.cp.big.data.services.team.log,,,,,,,,,4198.4,,,,,,,,
434,application_1513303661803_24123_asrd.cp.big.data.services.team.log,1513794627.0, 17/12/20 18:30:34,1513794634,7, 17/12/20 18:30:22,1513794622,12288.0,6144.0,8601.6, Job completed successfully, 17/12/20 18:37:25,1513795045,,,5,411,
435,application_1513303661803_23102_asrd.cp.big.data.services.team.log,1513783521.0, 17/12/20 15:25:27,1513783527,6, 17/12/20 15:25:16,1513783516,12288.0,6144.0,8601.6, Job completed successfully, 17/12/20 15:34:55,1513784095,,,5,568,
436,application_1513303661803_25145_asrd.cp.big.data.services.team.log,1513822042.0, 17/12/21 02:07:27,1513822047,5, 17/12/21 02:07:18,1513822038,12288.0,12480.0,8601.6, Job completed successfully, 17/12/21 02:11:54,1513822314,,,4,267,
437,application_1513303661803_17842_asrd.cp.big.data.services.team.log,1513634744.0, 17/12/18 22:05:49,1513634749,5, 17/12/18 22:05:38,1513634738,12288.0,6144.0,8601.6, Job completed successfully, 17/12/18 22:06:09,1513634769,,,6,20,
438,application_1513303661803_24680_asrd.cp.big.data.services.team.log,1513815389.0, 17/12/21 00:16:36,1513815396,7, 17/12/21 00:16:25,1513815385,12288.0,6144.0,8601.6, Job completed successfully, 17/12/21 00:18:12,1513815492,,,4,96,
439,application_1513303661803_18285_asrd.cp.big.data.services.team.log,,,,,,,,,511.5,,,,,,,,
440,application_1513303661803_22843_asrd.cp.big.data.services.team.log,1513777630.0, 17/12/20 13:47:15,1513777635,5, 17/12/20 13:47:06,1513777626,15360.0,10240.0,10854.4, Job completed successfully, 17/12/20 13:51:56,1513777916,,,4,281,
441,application_1513303661803_19957_asrd.cp.big.data.services.team.log,1513697572.0, 17/12/19 15:32:57,1513697577,5, 17/12/19 15:32:34,1513697554,15360.0,6144.0,10854.4, Job completed successfully, 17/12/19 15:33:01,1513697581,,,18,4,
442,application_1513303661803_18468_asrd.cp.big.data.services.team.log,,,,,,,,,511.5,,,,,,,,
443,application_1513303661803_19261_asrd.cp.big.data.services.team.log,1513657390.0, 17/12/19 04:23:17,1513657397,7, 17/12/19 04:23:04,1513657384,20480.0,10240.0,14540.8, Job completed successfully, 17/12/19 04:28:24,1513657704,,,6,307,
444,application_1513303661803_21941_asrd.cp.big.data.services.team.log,,,,,,,,,4198.4,,,,,,,,
445,application_1513303661803_20428_asrd.cp.big.data.services.team.log,,,,,,,,,7168.0,,,,,,,,
446,application_1513303661803_23005_asrd.cp.big.data.services.team.log,,,,,,,,,4198.4,,,,,,,,
447,application_1513303661803_21233_asrd.cp.big.data.services.team.log,,,,,,,,,4198.4,,,,,,,,
448,application_1513303661803_22695_asrd.cp.big.data.services.team.log,1513767672.0, 17/12/20 11:01:17,1513767677,5, 17/12/20 11:01:07,1513767667,512.0,512.0,143.6, Job completed successfully, 17/12/20 11:01:35,1513767695,,,5,18,
449,application_1513303661803_23081_asrd.cp.big.data.services.team.log,,,,,,,,,4198.4,,,,,,,,
450,application_1513303661803_20597_asrd.cp.big.data.services.team.log,,,,,,,,,7168.0,,,,,,,,
451,application_1513303661803_22370_asrd.cp.big.data.services.team.log,,,,,,,,,1983.0,,,,,,,,
452,application_1513303661803_21996_asrd.cp.big.data.services.team.log,1513748527.0, 17/12/20 05:42:13,1513748533,6, 17/12/20 05:42:03,1513748523,12288.0,6144.0,8601.6, Job completed successfully, 17/12/20 05:48:12,1513748892,,,4,359,
453,application_1513303661803_19185_asrd.cp.big.data.services.team.log,1513654499.0, 17/12/19 03:35:22,1513654522,23, 17/12/19 03:34:55,1513654495,20480.0,12288.0,14540.8, Job completed successfully, 17/12/19 03:46:29,1513655189,,,4,667,
454,application_1513303661803_19019_asrd.cp.big.data.services.team.log,1513652291.0, 17/12/19 02:58:16,1513652296,5, 17/12/19 02:58:06,1513652286,12288.0,6144.0,8601.6, Job completed successfully, 17/12/19 03:03:59,1513652639,,,5,343,
455,application_1513303661803_27976_asrd.cp.big.data.services.team.log,1513936973.0, 17/12/22 10:03:03,1513936983,10, 17/12/22 10:02:49,1513936969,12288.0,6144.0,8601.6, Job completed successfully, 17/12/22 10:03:25,1513937005,,,4,22,
456,application_1513303661803_26136_asrd.cp.big.data.services.team.log,1513869514.0, 17/12/21 15:18:39,1513869519,5, 17/12/21 15:18:30,1513869510,12288.0,10240.0,8601.6, Job completed successfully, 17/12/21 15:19:18,1513869558,,,4,39,
457,application_1513303661803_21958_asrd.cp.big.data.services.team.log,,,,,,,,,4198.4,,,,,,,,
458,application_1513303661803_20723_asrd.cp.big.data.services.team.log,,,,,,,,,4198.4,,,,,,,,
