Log File,state_accept_epoch,state_running_time,state_running_epoch,waiting_time_to_run,spark_driver_start_time,spark_driver_start_time_epoch,spark_driver_memory,spark_executor_memory,memoryStore_capacity,job_result,job_successfully_completed_at_time,job_successfully_completed_at_time_epoch,job_failed_at_time,job_failed_at_time_epoch,waiting_time_to_accept,successful_job_completion_time,failed_job_completion_time
application_1513303661803_22299_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_19175_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_21450_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_19572_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 143.6MB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_20658_asrd.cp.big.data.services.team.log,1513720849, 17/12/19 22:00:54,1513720854,5, 17/12/19 22:00:46,1513720846, 512M, 512M, 143.6MB, Job completed successfully, 17/12/19 22:01:16,1513720876, NA, NA,3,22, NA
application_1513303661803_21240_asrd.cp.big.data.services.team.log,1513732009, 17/12/20 01:06:54,1513732014,5, 17/12/20 01:06:45,1513732005, 20G, 10G, 14.2GB, Job completed successfully, 17/12/20 01:07:33,1513732053, NA, NA,4,39, NA
application_1513303661803_23564_asrd.cp.big.data.services.team.log,1513787873, 17/12/20 16:37:58,1513787878,5, 17/12/20 16:37:49,1513787869, 12g, 6144M, 8.4GB, Job completed successfully, 17/12/20 16:44:29,1513788269, NA, NA,4,391, NA
application_1513303661803_19742_asrd.cp.big.data.services.team.log,1513692294, 17/12/19 14:04:59,1513692299,5, 17/12/19 14:04:51,1513692291, 18G, 22G, 12.7GB, Job completed successfully, 17/12/19 14:11:46,1513692706, NA, NA,3,407, NA
application_1513303661803_22239_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_18652_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_21024_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_20076_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_25099_asrd.cp.big.data.services.team.log,1513821687, 17/12/21 02:01:33,1513821693,6, 17/12/21 02:01:23,1513821683, 6G, 3G, 4.1GB, Job completed successfully, 17/12/21 02:08:22,1513822102, NA, NA,4,409, NA
application_1513303661803_19628_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 143.6MB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_24866_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 511.5MB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_23556_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_20584_asrd.cp.big.data.services.team.log,1513716078, 17/12/19 20:41:23,1513716083,5, 17/12/19 20:41:15,1513716075, 12G, 12G, 8.4GB, Job completed successfully, 17/12/19 20:43:04,1513716184, NA, NA,3,101, NA
application_1513303661803_24257_asrd.cp.big.data.services.team.log,1513796503, 17/12/20 19:01:59,1513796519,16, 17/12/20 19:01:38,1513796498, 12G, 16G, 8.4GB, Job completed successfully, 17/12/20 19:04:48,1513796688, NA, NA,5,169, NA
application_1513303661803_26144_asrd.cp.big.data.services.team.log,1513869678, 17/12/21 15:21:25,1513869685,7, 17/12/21 15:21:15,1513869675, 12g, 10G, 8.4GB, Job completed successfully, 17/12/21 15:26:30,1513869990, NA, NA,3,305, NA
application_1513303661803_20409_asrd.cp.big.data.services.team.log,1513710102, 17/12/19 19:01:47,1513710107,5, 17/12/19 19:01:37,1513710097, 12G, 16G, 8.4GB, Job completed successfully, 17/12/19 19:03:32,1513710212, NA, NA,5,105, NA
application_1513303661803_23451_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_23684_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_23723_asrd.cp.big.data.services.team.log,1513789693, 17/12/20 17:08:18,1513789698,5, 17/12/20 17:08:10,1513789690, 12g, 6144M, 8.4GB, Job completed successfully, 17/12/20 17:14:18,1513790058, NA, NA,3,360, NA
application_1513303661803_18230_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_19162_asrd.cp.big.data.services.team.log,1513653988, 17/12/19 03:27:36,1513654056,68, 17/12/19 03:26:23,1513653983, 5G, 5G, 3.4GB, Job completed successfully, 17/12/19 03:48:51,1513655331, NA, NA,5,1275, NA
application_1513303661803_20415_asrd.cp.big.data.services.team.log,1513710115, 17/12/19 19:02:00,1513710120,5, 17/12/19 19:01:51,1513710111, 12g, 10G, 8.4GB, Job completed successfully, 17/12/19 19:02:24,1513710144, NA, NA,4,24, NA
application_1513303661803_21563_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 143.6MB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_20618_asrd.cp.big.data.services.team.log,1513717277, 17/12/19 21:01:23,1513717283,6, 17/12/19 21:01:12,1513717272, 512M, 512M, 143.6MB, Job completed successfully, 17/12/19 21:01:46,1513717306, NA, NA,5,23, NA
application_1513303661803_21766_asrd.cp.big.data.services.team.log,1513742479, 17/12/20 04:01:25,1513742485,6, 17/12/20 04:01:14,1513742474, 6G, 3G, 4.1GB, Job completed successfully, 17/12/20 04:06:24,1513742784, NA, NA,5,299, NA
application_1513303661803_28114_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 143.6MB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_22128_asrd.cp.big.data.services.team.log,1513749974, 17/12/20 06:06:19,1513749979,5, 17/12/20 06:06:09,1513749969, 12g, 6144M, 8.4GB, Job completed successfully, 17/12/20 06:06:43,1513750003, NA, NA,5,24, NA
application_1513303661803_22982_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 2.7GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_25152_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 8.5GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_24544_asrd.cp.big.data.services.team.log,1513814478, 17/12/21 00:01:25,1513814485,7, 17/12/21 00:01:12,1513814472, 512M, 512M, 143.6MB, Job completed successfully, 17/12/21 00:01:47,1513814507, NA, NA,6,22, NA
application_1513303661803_25081_asrd.cp.big.data.services.team.log,1513821653, 17/12/21 02:00:58,1513821658,5, 17/12/21 02:00:50,1513821650, 512M, 512M, 143.6MB, Job completed successfully, 17/12/21 02:01:16,1513821676, NA, NA,3,18, NA
application_1513303661803_24500_asrd.cp.big.data.services.team.log,1513810856, 17/12/20 23:01:02,1513810862,6, 17/12/20 23:00:52,1513810852, 12g, 3G, 8.4GB, Job completed successfully, 17/12/20 23:01:22,1513810882, NA, NA,4,20, NA
application_1513303661803_26754_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_20440_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_19577_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 1983.0MB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_23013_asrd.cp.big.data.services.team.log,1513781419, 17/12/20 14:52:36,1513781556,137, 17/12/20 14:50:15,1513781415, 12G, 20G, 8.4GB, Job completed successfully, 17/12/20 15:16:10,1513782970, NA, NA,4,1414, NA
application_1513303661803_26155_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 2.7GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_19666_asrd.cp.big.data.services.team.log,1513688508, 17/12/19 13:01:56,1513688516,8, 17/12/19 13:01:41,1513688501, 6G, 3G, 4.1GB, Job completed successfully, 17/12/19 13:11:16,1513689076, NA, NA,7,560, NA
application_1513303661803_24447_asrd.cp.big.data.services.team.log,1513803669, 17/12/20 21:01:14,1513803674,5, 17/12/20 21:01:05,1513803665, 512M, 512M, 143.6MB, Job completed successfully, 17/12/20 21:01:31,1513803691, NA, NA,4,17, NA
application_1513303661803_19811_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_25792_asrd.cp.big.data.services.team.log,1513846974, 17/12/21 09:03:00,1513846980,6, 17/12/21 09:02:50,1513846970, 12g, 6144M, 8.4GB, Job completed successfully, 17/12/21 09:03:20,1513847000, NA, NA,4,20, NA
application_1513303661803_20487_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_20140_asrd.cp.big.data.services.team.log,1513702133, 17/12/19 16:48:58,1513702138,5, 17/12/19 16:48:49,1513702129, 8G, 10G, 5.5GB, Job completed successfully, 17/12/19 16:51:29,1513702289, NA, NA,4,151, NA
application_1513303661803_21618_asrd.cp.big.data.services.team.log,1513739414, 17/12/20 03:10:18,1513739418,4, 17/12/20 03:10:08,1513739408, 12g, 10G, 8.4GB, Job completed successfully, 17/12/20 03:11:45,1513739505, NA, NA,6,87, NA
application_1513303661803_20186_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 1983.0MB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_24314_asrd.cp.big.data.services.team.log,1513797180, 17/12/20 19:15:18,1513797318,138, 17/12/20 19:12:55,1513797175, 12g, 6144M, 8.4GB, Job completed successfully, 17/12/20 19:34:52,1513798492, NA, NA,5,1174, NA
application_1513303661803_23773_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_18540_asrd.cp.big.data.services.team.log,1513644412, 17/12/19 00:47:00,1513644420,8, 17/12/19 00:46:47,1513644407, 12g, 6144M, 8.4GB, Job completed successfully, 17/12/19 00:48:03,1513644483, NA, NA,5,63, NA
application_1513303661803_22761_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_20270_asrd.cp.big.data.services.team.log,1513705132, 17/12/19 17:38:57,1513705137,5, 17/12/19 17:38:47,1513705127, 2G, 10G, 1247.6MB, Job completed successfully, 17/12/19 17:44:21,1513705461, NA, NA,5,324, NA
application_1513303661803_22877_asrd.cp.big.data.services.team.log,1513778511, 17/12/20 14:01:58,1513778518,7, 17/12/20 14:01:46,1513778506, 20G, 1G, 14.2GB, Job completed successfully, 17/12/20 14:03:13,1513778593, NA, NA,5,75, NA
application_1513303661803_21093_asrd.cp.big.data.services.team.log,1513730495, 17/12/20 00:41:40,1513730500,5, 17/12/20 00:41:31,1513730491, 12g, 1G, 8.4GB, Job completed successfully, 17/12/20 00:43:10,1513730590, NA, NA,4,90, NA
application_1513303661803_22816_asrd.cp.big.data.services.team.log,1513775082, 17/12/20 13:04:47,1513775087,5, 17/12/20 13:04:37,1513775077, 12g, 6144M, 8.4GB, Job completed successfully, 17/12/20 13:05:10,1513775110, NA, NA,5,23, NA
application_1513303661803_25068_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_28060_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 511.5MB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_20951_asrd.cp.big.data.services.team.log,1513729882, 17/12/20 00:31:28,1513729888,6, 17/12/20 00:31:18,1513729878, 12g, 12480M, 8.4GB, Job completed successfully, 17/12/20 00:33:00,1513729980, NA, NA,4,92, NA
application_1513303661803_21515_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 8.5GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_19443_asrd.cp.big.data.services.team.log,1513670456, 17/12/19 08:01:01,1513670461,5, 17/12/19 08:00:51,1513670451, 12g, 3G, 8.4GB, Job completed successfully, 17/12/19 08:01:21,1513670481, NA, NA,5,20, NA
application_1513303661803_20281_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 8.4GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_19392_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 1247.6MB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_24803_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_18966_asrd.cp.big.data.services.team.log,1513650379, 17/12/19 02:28:55,1513650535,156, 17/12/19 02:26:15,1513650375, 12g, 4G, 8.4GB, Job completed successfully, 17/12/19 02:40:20,1513651220, NA, NA,4,685, NA
application_1513303661803_24203_asrd.cp.big.data.services.team.log,1513795990, 17/12/20 18:53:15,1513795995,5, 17/12/20 18:53:07,1513795987, 12g, 6144M, 8.4GB, Job completed successfully, 17/12/20 18:59:23,1513796363, NA, NA,3,368, NA
application_1513303661803_19587_asrd.cp.big.data.services.team.log,1513678450, 17/12/19 10:14:15,1513678455,5, 17/12/19 10:14:04,1513678444, 10G, 10G, 7.0GB, Job completed successfully, 17/12/19 10:18:15,1513678695, NA, NA,6,240, NA
application_1513303661803_21601_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 8.5GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_24694_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_23810_asrd.cp.big.data.services.team.log,1513790629, 17/12/20 17:23:55,1513790635,6, 17/12/20 17:23:46,1513790626, 12g, 6144M, 8.4GB, Job completed successfully, 17/12/20 17:30:08,1513791008, NA, NA,3,373, NA
application_1513303661803_21794_asrd.cp.big.data.services.team.log,1513742808, 17/12/20 04:07:04,1513742824,16, 17/12/20 04:06:44,1513742804, 12g, 6144M, 8.4GB, Job completed successfully, 17/12/20 04:07:34,1513742854, NA, NA,4,30, NA
application_1513303661803_22305_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_25909_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 2.7GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_25749_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 2.7GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_25416_asrd.cp.big.data.services.team.log,1513826235, 17/12/21 03:17:23,1513826243,8, 17/12/21 03:17:11,1513826231, 10G, 5G, 7.0GB, Job completed successfully, 17/12/21 03:38:18,1513827498, NA, NA,4,1255, NA
application_1513303661803_18590_asrd.cp.big.data.services.team.log,1513645257, 17/12/19 01:01:09,1513645269,12, 17/12/19 01:00:50,1513645250, 12g, 3G, 8.4GB, Job completed successfully, 17/12/19 01:01:44,1513645304, NA, NA,7,35, NA
application_1513303661803_22724_asrd.cp.big.data.services.team.log,1513769066, 17/12/20 11:24:31,1513769071,5, 17/12/20 11:24:21,1513769061, 15G, 10G, 10.6GB, Job completed successfully, 17/12/20 11:30:31,1513769431, NA, NA,5,360, NA
application_1513303661803_21121_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 511.5MB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_23931_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_23844_asrd.cp.big.data.services.team.log,1513791095, 17/12/20 17:31:41,1513791101,6, 17/12/20 17:31:32,1513791092, 12g, 6144M, 8.4GB, Job completed successfully, 17/12/20 17:38:04,1513791484, NA, NA,3,383, NA
application_1513303661803_22052_asrd.cp.big.data.services.team.log,1513749309, 17/12/20 05:55:14,1513749314,5, 17/12/20 05:55:06,1513749306, 12g, 6144M, 8.4GB, Job completed successfully, 17/12/20 06:01:22,1513749682, NA, NA,3,368, NA
application_1513303661803_22330_asrd.cp.big.data.services.team.log,1513752795, 17/12/20 06:53:20,1513752800,5, 17/12/20 06:53:12,1513752792, 12g, 6144M, 8.4GB, Job completed successfully, 17/12/20 06:59:09,1513753149, NA, NA,3,349, NA
application_1513303661803_19623_asrd.cp.big.data.services.team.log,1513684861, 17/12/19 12:01:05,1513684865,4, 17/12/19 12:00:57,1513684857, 4G, 4G, 2.7GB, Job completed successfully, 17/12/19 12:02:00,1513684920, NA, NA,4,55, NA
application_1513303661803_23613_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_25741_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 3.4GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_18539_asrd.cp.big.data.services.team.log,1513644402, 17/12/19 00:46:46,1513644406,4, 17/12/19 00:46:38,1513644398, 12g, 1G, 8.4GB, Job completed successfully, 17/12/19 00:49:08,1513644548, NA, NA,4,142, NA
application_1513303661803_23880_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_20041_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 143.6MB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_20887_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 511.5MB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_22942_asrd.cp.big.data.services.team.log,1513779130, 17/12/20 14:15:28,1513779328,198, 17/12/20 14:11:51,1513779111, 20G, 10G, 14.2GB, Job completed successfully, 17/12/20 14:52:34,1513781554, NA, NA,19,2226, NA
application_1513303661803_21900_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 2.7GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_20015_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 8.4GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_24565_asrd.cp.big.data.services.team.log,1513814503, 17/12/21 00:01:49,1513814509,6, 17/12/21 00:01:37,1513814497, 2G, 10G, 1247.6MB, Job failed, NA, NA, 17/12/21 00:03:24,1513814604,6, NA,95
application_1513303661803_22829_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_21777_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 1983.0MB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_22290_asrd.cp.big.data.services.team.log,1513752138, 17/12/20 06:42:24,1513752144,6, 17/12/20 06:42:15,1513752135, 12g, 6144M, 8.4GB, Job completed successfully, 17/12/20 06:48:24,1513752504, NA, NA,3,360, NA
application_1513303661803_20842_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_23000_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_25738_asrd.cp.big.data.services.team.log,1513843367, 17/12/21 08:02:53,1513843373,6, 17/12/21 08:02:43,1513843363, 12g, 6144M, 8.4GB, Job completed successfully, 17/12/21 08:03:15,1513843395, NA, NA,4,22, NA
application_1513303661803_24433_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 8.4GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_21249_asrd.cp.big.data.services.team.log,1513732161, 17/12/20 01:09:26,1513732166,5, 17/12/20 01:09:16,1513732156, 10G, 10G, 7.0GB, Job completed successfully, 17/12/20 01:12:52,1513732372, NA, NA,5,206, NA
application_1513303661803_21550_asrd.cp.big.data.services.team.log,1513738853, 17/12/20 03:01:06,1513738866,13, 17/12/20 03:00:49,1513738849, 12g, 3G, 8.4GB, Job completed successfully, 17/12/20 03:01:30,1513738890, NA, NA,4,24, NA
application_1513303661803_22134_asrd.cp.big.data.services.team.log,1513750080, 17/12/20 06:08:06,1513750086,6, 17/12/20 06:07:57,1513750077, 12g, 6144M, 8.4GB, Job failed, NA, NA, 17/12/20 06:13:02,1513750382,3, NA,296
application_1513303661803_18700_asrd.cp.big.data.services.team.log,1513646172, 17/12/19 01:16:17,1513646177,5, 17/12/19 01:16:07,1513646167, 12g, 10G, 8.4GB, Job completed successfully, 17/12/19 01:21:30,1513646490, NA, NA,5,313, NA
application_1513303661803_21204_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 1983.0MB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_22791_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_19510_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 2.7GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_20547_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_22613_asrd.cp.big.data.services.team.log,1513764067, 17/12/20 10:01:13,1513764073,6, 17/12/20 10:01:03,1513764063, 15G, 6144M, 10.6GB, Job completed successfully, 17/12/20 10:09:23,1513764563, NA, NA,4,490, NA
application_1513303661803_25341_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 8.5GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_23246_asrd.cp.big.data.services.team.log,1513785042, 17/12/20 15:50:47,1513785047,5, 17/12/20 15:50:37,1513785037, 2G, 10G, 1247.6MB, Job completed successfully, 17/12/20 15:53:30,1513785210, NA, NA,5,163, NA
application_1513303661803_22830_asrd.cp.big.data.services.team.log,1513777140, 17/12/20 13:39:05,1513777145,5, 17/12/20 13:38:56,1513777136, 1G, 1G, 511.5MB, Job completed successfully, 17/12/20 13:39:28,1513777168, NA, NA,4,23, NA
application_1513303661803_19642_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_20870_asrd.cp.big.data.services.team.log,1513728960, 17/12/20 00:16:05,1513728965,5, 17/12/20 00:15:56,1513728956, 12g, 1G, 8.4GB, Job completed successfully, 17/12/20 00:16:24,1513728984, NA, NA,4,19, NA
application_1513303661803_22216_asrd.cp.big.data.services.team.log,1513751152, 17/12/20 06:25:57,1513751157,5, 17/12/20 06:25:48,1513751148, 15G, 10G, 10.6GB, Job completed successfully, 17/12/20 06:37:02,1513751822, NA, NA,4,665, NA
application_1513303661803_28280_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_19793_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 3.4GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_20163_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 511.5MB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_19117_asrd.cp.big.data.services.team.log,1513653615, 17/12/19 03:20:20,1513653620,5, 17/12/19 03:20:11,1513653611, 12g, 8G, 8.4GB, Job completed successfully, 17/12/19 03:21:35,1513653695, NA, NA,4,75, NA
application_1513303661803_23634_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_22187_asrd.cp.big.data.services.team.log,1513750700, 17/12/20 06:18:27,1513750707,7, 17/12/20 06:18:17,1513750697, 12g, 6144M, 8.4GB, Job completed successfully, 17/12/20 06:24:44,1513751084, NA, NA,3,377, NA
application_1513303661803_21792_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 7.7GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_21258_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_19182_asrd.cp.big.data.services.team.log,1513654476, 17/12/19 03:34:50,1513654490,14, 17/12/19 03:34:32,1513654472, 10G, 13G, 7.0GB, Job completed successfully, 17/12/19 03:40:03,1513654803, NA, NA,4,313, NA
application_1513303661803_19072_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_25328_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 8.5GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_19348_asrd.cp.big.data.services.team.log,1513661772, 17/12/19 05:36:17,1513661777,5, 17/12/19 05:36:08,1513661768, 20G, 10G, 14.2GB, Job completed successfully, 17/12/19 05:40:59,1513662059, NA, NA,4,282, NA
application_1513303661803_18847_asrd.cp.big.data.services.team.log,1513649679, 17/12/19 02:15:18,1513649718,39, 17/12/19 02:14:35,1513649675, 12g, 6144M, 8.4GB, Job completed successfully, 17/12/19 02:16:04,1513649764, NA, NA,4,46, NA
application_1513303661803_24510_asrd.cp.big.data.services.team.log,1513810882, 17/12/20 23:01:27,1513810887,5, 17/12/20 23:01:18,1513810878, 12g, 3G, 8.4GB, Job completed successfully, 17/12/20 23:01:46,1513810906, NA, NA,4,19, NA
application_1513303661803_19308_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_20694_asrd.cp.big.data.services.team.log,1513722727, 17/12/19 22:32:12,1513722732,5, 17/12/19 22:32:02,1513722722, 15G, 6144M, 10.6GB, Job completed successfully, 17/12/19 22:32:32,1513722752, NA, NA,5,20, NA
