Log File,state_accept_epoch,state_running_time,state_running_epoch,waiting_time_to_run,spark_driver_start_time,spark_driver_start_time_epoch,spark_driver_memory,spark_executor_memory,memoryStore_capacity,job_result,job_successfully_completed_at_time,job_successfully_completed_at_time_epoch,job_failed_at_time,job_failed_at_time_epoch,waiting_time_to_accept,successful_job_completion_time,failed_job_completion_time
application_1513303661803_21712_asrd.cp.big.data.services.team.log,1513740222, 17/12/20 03:25:42,1513740342,120, 17/12/20 03:23:38,1513740218, 20G, 10G, 14.2GB, Job completed successfully, 17/12/20 03:29:08,1513740548, NA, NA,4,206, NA
application_1513303661803_24530_asrd.cp.big.data.services.team.log,1513812525, 17/12/20 23:28:50,1513812530,5, 17/12/20 23:28:41,1513812521, 15G, 10G, 10.6GB, Job completed successfully, 17/12/20 23:43:08,1513813388, NA, NA,4,858, NA
application_1513303661803_23110_asrd.cp.big.data.services.team.log,1513783538, 17/12/20 15:25:59,1513783559,21, 17/12/20 15:25:34,1513783534, 12g, 6144M, 8.4GB, Job completed successfully, 17/12/20 15:36:02,1513784162, NA, NA,4,603, NA
application_1513303661803_23306_asrd.cp.big.data.services.team.log,1513785623, 17/12/20 16:00:29,1513785629,6, 17/12/20 16:00:19,1513785619, 12g, 10G, 8.4GB, Job completed successfully, 17/12/20 16:06:55,1513786015, NA, NA,4,386, NA
application_1513303661803_23879_asrd.cp.big.data.services.team.log,1513791575, 17/12/20 17:39:42,1513791582,7, 17/12/20 17:39:32,1513791572, 12g, 6144M, 8.4GB, Job completed successfully, 17/12/20 17:46:25,1513791985, NA, NA,3,403, NA
application_1513303661803_21364_asrd.cp.big.data.services.team.log,1513735470, 17/12/20 02:04:35,1513735475,5, 17/12/20 02:04:25,1513735465, 12g, 6144M, 8.4GB, Job completed successfully, 17/12/20 02:04:55,1513735495, NA, NA,5,20, NA
application_1513303661803_20387_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_20504_asrd.cp.big.data.services.team.log,1513713298, 17/12/19 19:55:03,1513713303,5, 17/12/19 19:54:54,1513713294, 10G, 10G, 7.0GB, Job completed successfully, 17/12/19 19:55:26,1513713326, NA, NA,4,23, NA
application_1513303661803_24275_asrd.cp.big.data.services.team.log,1513796612, 17/12/20 19:04:50,1513796690,78, 17/12/20 19:03:29,1513796609, 12g, 10G, 8.4GB, Job completed successfully, 17/12/20 19:05:46,1513796746, NA, NA,3,56, NA
application_1513303661803_20083_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_19833_asrd.cp.big.data.services.team.log,1513694187, 17/12/19 14:38:14,1513694294,107, 17/12/19 14:36:22,1513694182, 12G, 4G, 8.4GB, Job completed successfully, 17/12/19 14:44:56,1513694696, NA, NA,5,402, NA
application_1513303661803_21076_asrd.cp.big.data.services.team.log,1513730471, 17/12/20 00:41:16,1513730476,5, 17/12/20 00:41:06,1513730466, 12g, 6144M, 8.4GB, Job completed successfully, 17/12/20 00:55:22,1513731322, NA, NA,5,846, NA
application_1513303661803_19136_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_19624_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 1983.0MB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_23611_asrd.cp.big.data.services.team.log,1513788388, 17/12/20 16:46:33,1513788393,5, 17/12/20 16:46:25,1513788385, 12g, 6144M, 8.4GB, Job failed, NA, NA, 17/12/20 16:51:50,1513788710,3, NA,317
application_1513303661803_18607_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 143.6MB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_22900_asrd.cp.big.data.services.team.log,1513778599, 17/12/20 14:03:29,1513778609,10, 17/12/20 14:03:16,1513778596, 18G, 22G, 12.7GB, Job completed successfully, 17/12/20 14:04:48,1513778688, NA, NA,3,79, NA
application_1513303661803_20099_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_18912_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_25298_asrd.cp.big.data.services.team.log,1513825283, 17/12/21 03:01:28,1513825288,5, 17/12/21 03:01:19,1513825279, 6G, 3G, 4.1GB, Job completed successfully, 17/12/21 03:06:42,1513825602, NA, NA,4,314, NA
application_1513303661803_19965_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_18554_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 511.5MB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_23032_asrd.cp.big.data.services.team.log,1513782203, 17/12/20 15:08:24,1513782504,301, 17/12/20 15:03:04,1513782184, 12g, 3G, 8.4GB, Job completed successfully, 17/12/20 15:08:57,1513782537, NA, NA,19,33, NA
application_1513303661803_21494_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_20256_asrd.cp.big.data.services.team.log,1513704721, 17/12/19 17:32:06,1513704726,5, 17/12/19 17:31:57,1513704717, 6G, 6G, 4.1GB, Job completed successfully, 17/12/19 17:38:43,1513705123, NA, NA,4,397, NA
application_1513303661803_24336_asrd.cp.big.data.services.team.log,1513798413, 17/12/20 19:33:38,1513798418,5, 17/12/20 19:33:29,1513798409, 12g, 10G, 8.4GB, Job completed successfully, 17/12/20 19:33:53,1513798433, NA, NA,4,15, NA
application_1513303661803_19028_asrd.cp.big.data.services.team.log,1513652459, 17/12/19 03:01:04,1513652464,5, 17/12/19 03:00:53,1513652453, 512M, 512M, 143.6MB, Job completed successfully, 17/12/19 03:01:30,1513652490, NA, NA,6,26, NA
application_1513303661803_20933_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 10.6GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_19000_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_19252_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_25873_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 5.5GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_19180_asrd.cp.big.data.services.team.log,1513654475, 17/12/19 03:34:50,1513654490,15, 17/12/19 03:34:31,1513654471, 20G, 20G, 14.2GB, Job completed successfully, 17/12/19 03:42:00,1513654920, NA, NA,4,430, NA
application_1513303661803_25031_asrd.cp.big.data.services.team.log,1513818841, 17/12/21 01:14:06,1513818846,5, 17/12/21 01:13:57,1513818837, 10G, 10G, 7.0GB, Job completed successfully, 17/12/21 01:17:05,1513819025, NA, NA,4,179, NA
application_1513303661803_20880_asrd.cp.big.data.services.team.log,1513728983, 17/12/20 00:16:29,1513728989,6, 17/12/20 00:16:18,1513728978, 12g, 5G, 8.4GB, Job completed successfully, 17/12/20 00:25:46,1513729546, NA, NA,5,557, NA
application_1513303661803_20544_asrd.cp.big.data.services.team.log,1513713792, 17/12/19 20:03:17,1513713797,5, 17/12/19 20:03:08,1513713788, 1G, 1G, 511.5MB, Job failed, NA, NA, 17/12/19 20:03:38,1513713818,4, NA,21
application_1513303661803_23793_asrd.cp.big.data.services.team.log,1513790398, 17/12/20 17:20:03,1513790403,5, 17/12/20 17:19:54,1513790394, 12g, 6144M, 8.4GB, Job completed successfully, 17/12/20 17:25:59,1513790759, NA, NA,4,356, NA
application_1513303661803_23701_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 1983.0MB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_19355_asrd.cp.big.data.services.team.log,1513662888, 17/12/19 05:54:53,1513662893,5, 17/12/19 05:54:44,1513662884, 12g, 10G, 8.4GB, Job completed successfully, 17/12/19 06:36:04,1513665364, NA, NA,4,2471, NA
application_1513303661803_22660_asrd.cp.big.data.services.team.log,1513765368, 17/12/20 10:22:53,1513765373,5, 17/12/20 10:22:36,1513765356, 15G, 10G, 10.6GB, Job completed successfully, 17/12/20 10:29:40,1513765780, NA, NA,12,407, NA
application_1513303661803_22125_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_19124_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_22718_asrd.cp.big.data.services.team.log,1513768078, 17/12/20 11:08:03,1513768083,5, 17/12/20 11:07:54,1513768074, 15G, 10G, 10.6GB, Job completed successfully, 17/12/20 11:21:44,1513768904, NA, NA,4,821, NA
application_1513303661803_22584_asrd.cp.big.data.services.team.log,1513761021, 17/12/20 09:10:26,1513761026,5, 17/12/20 09:10:17,1513761017, 6G, 4G, 4.1GB, Job completed successfully, 17/12/20 09:24:27,1513761867, NA, NA,4,841, NA
application_1513303661803_21613_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 2.7GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_20517_asrd.cp.big.data.services.team.log,1513713666, 17/12/19 20:01:12,1513713672,6, 17/12/19 20:01:02,1513713662, 12g, 3G, 8.4GB, Job completed successfully, 17/12/19 20:01:32,1513713692, NA, NA,4,20, NA
application_1513303661803_18105_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_23981_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 143.6MB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_22087_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 143.6MB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_24831_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_19786_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 8.4GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_22475_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_23424_asrd.cp.big.data.services.team.log,1513786504, 17/12/20 16:15:09,1513786509,5, 17/12/20 16:15:01,1513786501, 12g, 6144M, 8.4GB, Job completed successfully, 17/12/20 16:21:30,1513786890, NA, NA,3,381, NA
application_1513303661803_24386_asrd.cp.big.data.services.team.log,1513800058, 17/12/20 20:01:03,1513800063,5, 17/12/20 20:00:54,1513800054, 512M, 512M, 143.6MB, Job completed successfully, 17/12/20 20:01:23,1513800083, NA, NA,4,20, NA
application_1513303661803_20944_asrd.cp.big.data.services.team.log,1513729822, 17/12/20 00:30:27,1513729827,5, 17/12/20 00:30:18,1513729818, 15G, 10G, 10.6GB, Job completed successfully, 17/12/20 00:35:13,1513730113, NA, NA,4,286, NA
application_1513303661803_19307_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_24854_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_19430_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_22035_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_21336_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 143.6MB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_22459_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_23320_asrd.cp.big.data.services.team.log,1513785676, 17/12/20 16:06:00,1513785960,284, 17/12/20 16:01:12,1513785672, 12g, 3G, 8.4GB, Job completed successfully, 17/12/20 16:06:19,1513785979, NA, NA,4,19, NA
application_1513303661803_19400_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_25108_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 143.6MB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_25268_asrd.cp.big.data.services.team.log,1513823816, 17/12/21 02:37:01,1513823821,5, 17/12/21 02:36:51,1513823811, 12g, 6144M, 8.4GB, Job completed successfully, 17/12/21 02:52:31,1513824751, NA, NA,5,930, NA
application_1513303661803_24159_asrd.cp.big.data.services.team.log,1513795349, 17/12/20 18:42:34,1513795354,5, 17/12/20 18:42:25,1513795345, 12g, 6144M, 8.4GB, Job completed successfully, 17/12/20 18:48:16,1513795696, NA, NA,4,342, NA
application_1513303661803_19804_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 2.7GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_20214_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_19549_asrd.cp.big.data.services.team.log,1513677153, 17/12/19 09:52:40,1513677160,7, 17/12/19 09:52:28,1513677148, 12g, 10G, 8.4GB, Job completed successfully, 17/12/19 09:56:04,1513677364, NA, NA,5,204, NA
application_1513303661803_19515_asrd.cp.big.data.services.team.log,1513676066, 17/12/19 09:34:32,1513676072,6, 17/12/19 09:34:14,1513676054, 12g, 10G, 8.4GB, Job completed successfully, 17/12/19 09:36:14,1513676174, NA, NA,12,102, NA
application_1513303661803_19975_asrd.cp.big.data.services.team.log,1513697995, 17/12/19 15:40:00,1513698000,5, 17/12/19 15:39:53,1513697993, 12g, 10G, 8.4GB, Job completed successfully, 17/12/19 15:45:46,1513698346, NA, NA,2,346, NA
application_1513303661803_21676_asrd.cp.big.data.services.team.log,1513739888, 17/12/20 03:18:22,1513739902,14, 17/12/20 03:18:02,1513739882, 20G, 10G, 14.2GB, Job completed successfully, 17/12/20 03:19:50,1513739990, NA, NA,6,88, NA
application_1513303661803_24264_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_19405_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 143.6MB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_21467_asrd.cp.big.data.services.team.log,1513736164, 17/12/20 02:16:13,1513736173,9, 17/12/20 02:15:58,1513736158, 12g, 2G, 8.4GB, Job completed successfully, 17/12/20 02:28:01,1513736881, NA, NA,6,708, NA
application_1513303661803_24421_asrd.cp.big.data.services.team.log,1513800950, 17/12/20 20:15:55,1513800955,5, 17/12/20 20:15:46,1513800946, 12g, 2G, 8.4GB, Job completed successfully, 17/12/20 20:23:57,1513801437, NA, NA,4,482, NA
application_1513303661803_18766_asrd.cp.big.data.services.team.log,1513648862, 17/12/19 02:01:08,1513648868,6, 17/12/19 02:00:59,1513648859, 512M, 512M, 143.6MB, Job completed successfully, 17/12/19 02:01:29,1513648889, NA, NA,3,21, NA
application_1513303661803_23431_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_19064_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_19894_asrd.cp.big.data.services.team.log,1513695904, 17/12/19 15:05:27,1513695927,23, 17/12/19 15:04:51,1513695891, 12g, 6144M, 8.4GB, Job completed successfully, 17/12/19 15:05:43,1513695943, NA, NA,13,16, NA
application_1513303661803_22803_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 1983.0MB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_24310_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_24072_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 2.7GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_25414_asrd.cp.big.data.services.team.log,1513826235, 17/12/21 03:17:22,1513826242,7, 17/12/21 03:17:10,1513826230, 10G, 5G, 7.0GB, Job completed successfully, 17/12/21 03:22:24,1513826544, NA, NA,5,302, NA
application_1513303661803_25044_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_23109_asrd.cp.big.data.services.team.log,1513783537, 17/12/20 15:25:59,1513783559,22, 17/12/20 15:25:33,1513783533, 12g, 6144M, 8.4GB, Job completed successfully, 17/12/20 15:35:00,1513784100, NA, NA,4,541, NA
application_1513303661803_20352_asrd.cp.big.data.services.team.log,1513707558, 17/12/19 18:19:23,1513707563,5, 17/12/19 18:19:15,1513707555, 12g, 6144M, 8.4GB, Job completed successfully, 17/12/19 18:24:23,1513707863, NA, NA,3,300, NA
application_1513303661803_22824_asrd.cp.big.data.services.team.log,1513776271, 17/12/20 13:24:36,1513776276,5, 17/12/20 13:24:26,1513776266, 15G, 6144M, 10.6GB, Job completed successfully, 17/12/20 13:24:55,1513776295, NA, NA,5,19, NA
application_1513303661803_20322_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_23426_asrd.cp.big.data.services.team.log,1513786509, 17/12/20 16:15:15,1513786515,6, 17/12/20 16:15:05,1513786505, 12g, 10G, 8.4GB, Job failed, NA, NA, 17/12/20 16:15:38,1513786538,4, NA,23
application_1513303661803_20679_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_21924_asrd.cp.big.data.services.team.log,1513747004, 17/12/20 05:16:49,1513747009,5, 17/12/20 05:16:39,1513746999, 12g, 6144M, 8.4GB, Job completed successfully, 17/12/20 05:22:53,1513747373, NA, NA,5,364, NA
application_1513303661803_23293_asrd.cp.big.data.services.team.log,1513785505, 17/12/20 15:58:30,1513785510,5, 17/12/20 15:58:20,1513785500, 2G, 10G, 1247.6MB, Job completed successfully, 17/12/20 16:01:04,1513785664, NA, NA,5,154, NA
application_1513303661803_22939_asrd.cp.big.data.services.team.log,1513779131, 17/12/20 14:15:29,1513779329,198, 17/12/20 14:11:55,1513779115, 20G, 10G, 14.2GB, Job completed successfully, 17/12/20 15:29:04,1513783744, NA, NA,16,4415, NA
application_1513303661803_18351_asrd.cp.big.data.services.team.log,1513643503, 17/12/19 00:31:48,1513643508,5, 17/12/19 00:31:38,1513643498, 12g, 5G, 8.4GB, Job completed successfully, 17/12/19 00:32:49,1513643569, NA, NA,5,61, NA
application_1513303661803_21029_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_20180_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_18902_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 511.5MB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_20699_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_21609_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_22453_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 2.7GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_20373_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_22278_asrd.cp.big.data.services.team.log,1513752047, 17/12/20 06:40:52,1513752052,5, 17/12/20 06:40:44,1513752044, 12g, 6144M, 8.4GB, Job completed successfully, 17/12/20 06:47:12,1513752432, NA, NA,3,380, NA
application_1513303661803_22924_asrd.cp.big.data.services.team.log,1513778695, 17/12/20 14:05:01,1513778701,6, 17/12/20 14:04:52,1513778692, 12G, 5G, 8.4GB, Job completed successfully, 17/12/20 14:26:09,1513779969, NA, NA,3,1268, NA
application_1513303661803_25856_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 143.6MB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_28195_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_24378_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_20307_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 8.4GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_22348_asrd.cp.big.data.services.team.log,1513753037, 17/12/20 06:57:22,1513753042,5, 17/12/20 06:57:14,1513753034, 12g, 6144M, 8.4GB, Job completed successfully, 17/12/20 07:03:05,1513753385, NA, NA,3,343, NA
application_1513303661803_19888_asrd.cp.big.data.services.team.log,1513695895, 17/12/19 15:05:27,1513695927,32, 17/12/19 15:04:48,1513695888, 12g, 6144M, 8.4GB, Job completed successfully, 17/12/19 15:26:28,1513697188, NA, NA,7,1261, NA
application_1513303661803_20605_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 8.4GB, NA, NA, NA, NA, NA, NA, NA, NA
log_105843582.txt,1509779915, 17/11/04 07:18:40,1509779920,5, 17/11/04 07:18:33,1509779913, 10G, 4G, 5.2GB, Job failed, NA, NA, 17/11/04 07:22:32,1509780152,2, NA,232
